No.,服装,名前,じゃんけん,ポジション,高校,よみがな,スパイクrZs,サーブrZs,セッティングrZs,頭脳rZs,幸運rZs,ブロックrZs,レシーブrZs,バネrZs,スピードrZs,メンタルrZs,TotalStatrZs,AttackValrZs,ServeValrZs,TossValrZs,ReceiveValrZs,BlockValrZs
92,"ユニフォーム","芝山優生","パー","Li","音駒","しばやまゆうき","95.50340167","92.41199031","98.07288643","98.6510205","93.2551025","91.00680333","108.093877","101.3489795","103.3724488","97.97653075","94.53116419","95.09462","93.73688089","98.07288643","105.2460314","95.09462"
93,"ユニフォーム","海信之","パー","WS","音駒","かいのぶゆき","102.2482992","101.6862244","99.03644321","101.3489795","100","97.75170083","101.3489795","97.302041","96.62755125","110.1173463","101.6406507","103.0658625","101.9271136","99.03644321","98.50113389","96.9341375"
96,"ユニフォーム","手白球彦","パー","S","音駒","てしろたまひこ","94.00453556","100.8431122","104.8177839","100","93.2551025","94.37925208","98.6510205","94.604082","98.31377563","96.62755125","94.89575324","93.868275","99.03644321","104.8177839","97.75170083","93.868275"
97,"ユニフォーム","青根高伸","グー","MB","伊達工","あおねたかのぶ","102.9977322","94.94132688","97.10932964","101.3489795","93.2551025","113.489795","97.302041","97.302041","94.94132688","96.62755125","97.44787662","101.226345","96.14577286","97.10932964","95.50340167","105.5185525"
102,"ユニフォーム","二口堅治","チョキ","WS","伊達工","ふたくちけんじ","102.2482992","100","99.03644321","108.093877","100","110.1173463","98.6510205","97.302041","101.6862244","100","101.6406507","103.0658625","103.3724488","99.03644321","99.25056694","103.679035"
109,"ユニフォーム","黄金川貫至","グー","S","伊達工","こがねがわかんじ","98.50113389","99.15688781","107.7084543","100","93.2551025","110.1173463","98.6510205","97.302041","96.62755125","95.27857175","98.54164378","97.54731","98.07288643","107.7084543","97.00226778","103.679035"
113,"ユニフォーム","小原豊","グー","WS","伊達工","おばらゆたか","100","98.31377563","97.10932964","97.302041","93.2551025","97.75170083","95.9530615","97.302041","101.6862244","96.62755125","94.89575324","98.773655","96.62755125","97.10932964","97.75170083","96.9341375"
114,"ユニフォーム","女川太郎","グー","WS","伊達工","おながわたろう","100.7494331","99.15688781","98.07288643","98.6510205","93.2551025","103.3724488","97.302041","98.6510205","103.3724488","96.62755125","97.08328757","99.3868275","97.59110804","98.07288643","99.25056694","100.6131725"
115,"ユニフォーム","作並浩輔","グー","Li","伊達工","さくなみこうすけ","94.00453556","92.41199031","97.10932964","100","100","91.00680333","109.4428565","101.3489795","103.3724488","100","95.62493135","96.320965","96.14577286","97.10932964","105.9954644","95.09462"
117,"ユニフォーム","吹上仁悟","グー","MB","伊達工","ふきあげじんご","102.9977322","94.94132688","97.10932964","101.3489795","93.2551025","107.8690471","97.302041","97.302041","94.94132688","96.62755125","96.53640399","101.226345","96.14577286","97.10932964","95.50340167","102.45269"
118,"ユニフォーム","茂庭要","グー","S","伊達工","もにわかなめ","95.50340167","97.47066344","105.7813407","98.6510205","93.2551025","100","100","97.302041","100","100","97.08328757","95.09462","96.62755125","105.7813407","99.25056694","98.1604825"
119,"ユニフォーム","鎌先靖志","グー","MB","伊達工","かまさきやすし","100","100","97.10932964","100","93.2551025","105.6207479","97.302041","95.9530615","94.94132688","96.62755125","96.17181493","98.773655","98.55466482","97.10932964","95.50340167","100.6131725"
121,"ユニフォーム","笹谷武仁","グー","WS","伊達工","ささやたけひと","99.25056694","98.31377563","97.10932964","97.302041","93.2551025","101.1241496","95.9530615","97.302041","101.6862244","96.62755125","95.2603423","98.1604825","96.62755125","97.10932964","97.75170083","98.773655"
122,"ユニフォーム","及川徹","グー","S","青城","おいかわとおる","104.4965983","106.7448975","113.489795","108.093877","100","95.50340167","97.302041","95.9530615","94.94132688","100","102.9167124","104.90538","107.2266759","113.489795","95.50340167","95.09462"
129,"ユニフォーム","岩泉一","チョキ","WS","青城","いわいずみはじめ","102.9977322","101.6862244","99.03644321","101.3489795","100","98.87585042","97.302041","97.302041","96.62755125","100","98.72393831","103.679035","101.9271136","99.03644321","96.25283472","97.54731"
135,"ユニフォーム","金田一勇太郎","パー","MB","青城","きんだいちゆうたろう","97.75170083","94.94132688","97.10932964","93.2551025","93.2551025","102.2482992","97.302041","95.9530615","94.94132688","96.62755125","93.07280797","96.9341375","93.2551025","97.10932964","95.50340167","98.773655"
139,"ユニフォーム","京谷賢太郎","チョキ","WS","青城","きょうたにけんたろう","105.2460314","105.0586731","97.10932964","97.302041","93.2551025","95.50340167","90.5571435","97.302041","105.0586731","93.92959225","96.17181493","103.0658625","100.4817784","97.10932964","96.25283472","95.7077925"
141,"ユニフォーム","国見英","グー","WS","青城","くにみあきら","98.50113389","96.62755125","99.03644321","97.302041","93.2551025","95.50340167","98.6510205","97.302041","96.62755125","96.62755125","93.98428061","97.54731","95.66399446","99.03644321","97.00226778","95.7077925"
146,"ユニフォーム","渡親治","グー","Li","青城","わたりしんじ","94.00453556","92.41199031","103.8542271","100","100","91.00680333","109.4428565","101.3489795","106.7448975","103.3724488","98.17705473","96.320965","96.14577286","103.8542271","107.4943306","95.09462"
147,"ユニフォーム","松川一静","グー","MB","青城","まつかわいっせい","96.25283472","94.94132688","97.10932964","94.604082","93.2551025","102.2482992","97.302041","95.9530615","94.94132688","96.62755125","92.89051345","95.7077925","93.73688089","97.10932964","95.50340167","98.773655"
150,"ユニフォーム","花巻貴大","グー","WS","青城","はなまきたかひろ","97.75170083","97.47066344","100.9635568","97.302041","93.2551025","98.87585042","98.6510205","97.302041","100","96.62755125","95.2603423","96.9341375","96.14577286","100.9635568","98.50113389","97.54731"
154,"ユニフォーム","矢巾秀","グー","S","青城","やはばしげる","97.75170083","100.8431122","107.7084543","102.697959","100","96.62755125","100","95.9530615","98.31377563","100","99.08852736","99.3868275","101.9271136","107.7084543","98.50113389","95.7077925"
156,"ユニフォーム","駒木輝","グー","WS","常波","こまきひかる","100","96.62755125","99.03644321","95.9530615","100","97.75170083","95.9530615","97.302041","98.31377563","103.3724488","96.90099304","101.226345","97.10932964","99.03644321","96.25283472","96.9341375"
157,"ユニフォーム","茶屋和馬","パー","MB","常波","ちゃやかずま","96.25283472","96.62755125","98.07288643","95.9530615","93.2551025","102.2482992","98.6510205","95.9530615","94.94132688","96.62755125","93.80198608","95.7077925","95.18221607","98.07288643","96.25283472","98.773655"
158,"ユニフォーム","玉川弘樹","パー","WS","常波","たまがわひろき","97.00226778","95.78443906","99.03644321","97.302041","93.2551025","97.75170083","98.6510205","98.6510205","98.31377563","96.62755125","94.16657514","96.320965","95.18221607","99.03644321","97.75170083","97.54731"
159,"ユニフォーム","桜井大河","パー","Li","常波","さくらいたいが","94.00453556","92.41199031","98.07288643","101.3489795","100","91.00680333","109.4428565","100","105.0586731","103.3724488","96.90099304","96.320965","96.62755125","98.07288643","106.7448975","94.4814475"
160,"ユニフォーム","芳賀良治","パー","S","常波","はがよしはる","99.25056694","97.47066344","105.7813407","98.6510205","93.2551025","95.50340167","95.9530615","95.9530615","94.94132688","96.62755125","95.07804777","98.1604825","96.62755125","105.7813407","94.75396861","95.09462"
161,"ユニフォーム","渋谷陸斗","パー","MB","常波","しぶやりくと","95.50340167","95.78443906","97.10932964","97.302041","93.2551025","102.2482992","97.302041","95.9530615","94.94132688","96.62755125","93.2551025","95.09462","95.18221607","97.10932964","95.50340167","98.773655"
162,"ユニフォーム","池尻隼人","パー","WS","常波","いけじりはやと","97.00226778","97.47066344","99.03644321","98.6510205","93.2551025","97.75170083","98.6510205","98.6510205","96.62755125","96.62755125","94.53116419","96.320965","96.62755125","99.03644321","97.00226778","97.54731"
165,"ユニフォーム","十和田良樹","チョキ","WS","扇南","とわだよしき","100","97.47066344","99.03644321","100","93.2551025","97.75170083","98.6510205","98.6510205","96.62755125","103.3724488","97.26558209","98.773655","97.10932964","99.03644321","97.00226778","97.54731"
166,"ユニフォーム","森岳歩","チョキ","MB","扇南","もりたけあゆむ","96.25283472","95.78443906","97.10932964","95.9530615","93.2551025","102.2482992","97.302041","95.9530615","94.94132688","96.62755125","93.2551025","95.7077925","94.70043768","97.10932964","95.50340167","98.773655"
167,"ユニフォーム","唐松拓巳","パー","WS","扇南","からまつたくみ","100","98.31377563","99.03644321","100","93.2551025","98.87585042","100","98.6510205","98.31377563","96.62755125","96.17181493","98.773655","97.59110804","99.03644321","98.50113389","98.1604825"
168,"ユニフォーム","田沢裕樹","チョキ","WS","扇南","たざわゆうき","97.75170083","97.47066344","99.03644321","97.302041","93.2551025","98.87585042","98.6510205","98.6510205","96.62755125","96.62755125","94.71345872","96.9341375","96.14577286","99.03644321","97.00226778","98.1604825"
169,"ユニフォーム","子安颯真","チョキ","MB","扇南","おやすそうま","97.75170083","99.15688781","97.10932964","98.6510205","93.2551025","102.2482992","97.302041","95.9530615","94.94132688","96.62755125","94.71345872","96.9341375","97.59110804","97.10932964","95.50340167","98.773655"
171,"ユニフォーム","横手駿","チョキ","Li","扇南","よこてしゅん","94.00453556","92.41199031","98.07288643","101.3489795","100","91.00680333","106.7448975","100","103.3724488","103.3724488","96.35410946","96.320965","96.62755125","98.07288643","104.4965983","94.4814475"
172,"ユニフォーム","夏瀬伊吹","チョキ","S","扇南","なつせいぶき","97.00226778","96.62755125","104.8177839","98.6510205","93.2551025","98.87585042","95.9530615","97.302041","96.62755125","96.62755125","95.07804777","96.320965","96.14577286","104.8177839","95.50340167","97.54731"
173,"ユニフォーム","秋宮昇","チョキ","S","扇南","あきみやのぼる","97.00226778","100.8431122","108.6720111","102.697959","93.2551025","101.1241496","101.3489795","97.302041","101.6862244","100","99.8177055","96.320965","100","108.6720111","100.7494331","98.773655"
174,"ユニフォーム","古牧譲","グー","S","角川","こまきゆずる","100","100","106.7448975","101.3489795","100","97.75170083","98.6510205","102.697959","103.3724488","103.3724488","101.4583562","101.226345","100.9635568","106.7448975","100","99.3868275"
176,"ユニフォーム","浅虫快人","チョキ","WS","角川","あさむしかいと","97.75170083","97.47066344","99.03644321","94.604082","93.2551025","98.87585042","97.302041","98.6510205","98.31377563","100","95.2603423","96.9341375","95.18221607","99.03644321","97.00226778","98.1604825"
177,"ユニフォーム","南田大志","グー","Li","角川","みなみだたいし","93.2551025","92.41199031","99.03644321","100","100","91.00680333","106.7448975","100","103.3724488","103.3724488","96.17181493","95.7077925","96.14577286","99.03644321","104.4965983","94.4814475"
178,"ユニフォーム","湯川良明","グー","MB","角川","ぬるかわよしあき","96.25283472","97.47066344","97.10932964","98.6510205","93.2551025","102.2482992","97.302041","97.302041","96.62755125","96.62755125","94.34886966","95.7077925","96.62755125","97.10932964","96.25283472","99.3868275"
179,"ユニフォーム","稲垣功","グー","WS","角川","いながきいさお","99.25056694","98.31377563","99.03644321","94.604082","93.2551025","96.62755125","95.9530615","97.302041","96.62755125","96.62755125","93.98428061","98.1604825","95.66399446","99.03644321","95.50340167","96.320965"
180,"ユニフォーム","馬門英治","グー","MB","角川","まかどえいじ","95.50340167","96.62755125","97.10932964","98.6510205","93.2551025","102.2482992","97.302041","98.6510205","96.62755125","96.62755125","94.16657514","95.09462","96.14577286","97.10932964","96.25283472","100"
181,"ユニフォーム","百沢雄大","グー","WS","角川","ひゃくざわゆうだい","98.50113389","99.15688781","100","94.604082","93.2551025","97.75170083","97.302041","97.302041","96.62755125","96.62755125","94.53116419","97.54731","96.14577286","100","96.25283472","96.9341375"
183,"ユニフォーム","照島游児","パー","WS","条善寺","てるしまゆうじ","100.7494331","101.6862244","99.03644321","101.3489795","100","95.50340167","97.302041","100","103.3724488","103.3724488","99.6354109","101.8395175","101.9271136","99.03644321","99.25056694","96.9341375"
188,"ユニフォーム","母畑和馬","パー","MB","条善寺","ぼばたかずま","97.00226778","96.62755125","97.10932964","98.6510205","93.2551025","103.3724488","97.302041","98.6510205","98.31377563","103.3724488","96.71869851","96.320965","96.14577286","97.10932964","97.00226778","100.6131725"
190,"ユニフォーム","二岐丈晴","グー","S","条善寺","ふたまたたけはる","95.50340167","95.78443906","104.8177839","98.6510205","93.2551025","98.87585042","95.9530615","97.302041","98.31377563","103.3724488","96.53640399","95.09462","95.66399446","104.8177839","96.25283472","97.54731"
192,"ユニフォーム","沼尻凛太郎","グー","WS","条善寺","ぬまじりりんたろう","99.25056694","100","98.07288643","95.9530615","93.2551025","96.62755125","97.302041","97.302041","96.62755125","103.3724488","96.35410946","98.1604825","97.10932964","98.07288643","96.25283472","96.320965"
193,"ユニフォーム","飯坂信義","パー","MB","条善寺","いいざかのぶよし","96.25283472","96.62755125","98.07288643","94.604082","93.2551025","103.3724488","97.302041","97.302041","98.31377563","103.3724488","95.98952041","95.7077925","94.70043768","98.07288643","97.00226778","100"
194,"ユニフォーム","東山勝道","パー","WS","条善寺","ひがしやまかつみち","97.75170083","99.15688781","98.07288643","98.6510205","93.2551025","96.62755125","97.302041","102.697959","103.3724488","103.3724488","97.63017115","96.9341375","97.59110804","98.07288643","99.25056694","98.773655"
195,"ユニフォーム","土湯新","パー","Li","条善寺","つちゆあらた","93.2551025","92.41199031","99.03644321","98.6510205","100","91.00680333","104.0469385","101.3489795","103.3724488","103.3724488","95.80722588","95.7077925","95.66399446","99.03644321","102.9977322","95.09462"
196,"ユニフォーム","中島猛","チョキ","WS","和久南","なかじまたける","101.4988661","101.6862244","98.07288643","100","93.2551025","96.62755125","97.302041","102.697959","105.0586731","103.3724488","99.45311642","100","99.5182216","98.07288643","100","98.773655"
198,"ユニフォーム","白石優希","パー","WS","和久南","しろいしゆうき","98.50113389","97.47066344","98.07288643","94.604082","93.2551025","94.37925208","97.302041","95.9530615","96.62755125","96.62755125","93.07280797","97.54731","95.18221607","98.07288643","96.25283472","94.4814475"
199,"ユニフォーム","花山一雅","チョキ","S","和久南","はなやまかずまさ","98.50113389","101.6862244","106.7448975","100","93.2551025","101.1241496","102.697959","100","100","103.3724488","100.9114726","97.54731","99.5182216","106.7448975","100.7494331","100"
200,"ユニフォーム","鳴子哲平","チョキ","MB","和久南","なるこてっぺい","94.75396861","95.78443906","98.07288643","94.604082","93.2551025","103.3724488","97.302041","97.302041","98.31377563","96.62755125","93.61969155","94.4814475","94.21865929","98.07288643","97.00226778","100"
201,"ユニフォーム","秋保和光","チョキ","Li","和久南","あきうかずてる","93.2551025","92.41199031","99.03644321","98.6510205","100","91.00680333","105.395918","101.3489795","103.3724488","103.3724488","95.98952041","95.7077925","95.66399446","99.03644321","103.7471653","95.09462"
202,"ユニフォーム","松島剛","チョキ","MB","和久南","まつしまつよし","94.75396861","96.62755125","98.07288643","95.9530615","93.2551025","103.3724488","100","97.302041","98.31377563","96.62755125","94.34886966","94.4814475","95.18221607","98.07288643","98.50113389","100"
204,"ユニフォーム","川渡瞬己","チョキ","WS","和久南","かわたびしゅんき","100","99.15688781","99.03644321","98.6510205","100","97.75170083","98.6510205","100","100","100","97.81246568","101.226345","99.5182216","99.03644321","98.50113389","98.1604825"
206,"ユニフォーム","牛島若利","グー","WS","白鳥沢","うしじまわかとし","106.7448975","109.2742341","99.03644321","102.697959","100","97.75170083","98.6510205","102.697959","103.3724488","103.3724488","103.8281851","106.7448975","106.7448975","99.03644321","100","99.3868275"
212,"ユニフォーム","天童覚","グー","MB","白鳥沢","てんどうさとり","101.4988661","100.8431122","98.07288643","100","93.2551025","107.8690471","97.302041","98.6510205","98.31377563","94.604082","97.44787662","100","99.03644321","98.07288643","97.00226778","103.0658625"
218,"ユニフォーム","五色工","チョキ","WS","白鳥沢","ごしきつとむ","101.4988661","100.8431122","102.8906704","102.697959","100","100","101.3489795","104.0469385","105.0586731","100","101.6406507","102.45269","101.9271136","102.8906704","102.2482992","101.226345"
223,"ユニフォーム","白布賢二郎","グー","S","白鳥沢","しらぶけんじろう","98.50113389","100.8431122","111.5626814","102.697959","100","98.87585042","100","97.302041","100","100","100.7291781","100","101.9271136","111.5626814","99.25056694","97.54731"
228,"ユニフォーム","大平獅音","グー","WS","白鳥沢","おおひられおん","101.4988661","100.8431122","102.8906704","102.697959","93.2551025","100","101.3489795","104.0469385","105.0586731","96.62755125","100","100","100","102.8906704","102.2482992","101.226345"
229,"ユニフォーム","川西太一","グー","MB","白鳥沢","かわにしたいち","101.4988661","100.8431122","98.07288643","100","100","103.3724488","97.302041","98.6510205","98.31377563","96.62755125","97.9947602","102.45269","100.9635568","98.07288643","97.00226778","100.6131725"
231,"ユニフォーム","瀬見英太","グー","S","白鳥沢","せみえいた","97.00226778","100.8431122","105.7813407","100","100","98.87585042","100","98.6510205","100","100","99.08852736","98.773655","100.9635568","105.7813407","99.25056694","98.1604825"
235,"ユニフォーム","山形隼人","グー","Li","白鳥沢","やまがたはやと","93.2551025","92.41199031","99.03644321","98.6510205","100","91.00680333","105.395918","101.3489795","103.3724488","103.3724488","95.98952041","95.7077925","95.66399446","99.03644321","103.7471653","95.09462"
236,"ユニフォーム","強羅昌己","グー","WS","生川","ごうらまさき","98.50113389","103.3724488","100.9635568","100","100","103.3724488","102.697959","100","100","103.3724488","101.2760617","100","102.408892","100.9635568","100.7494331","101.226345"
237,"ユニフォーム","芦谷洋平","チョキ","WS","生川","あしやようへい","98.50113389","97.47066344","103.8542271","97.302041","100","95.50340167","94.604082","100","98.31377563","103.3724488","97.63017115","100","98.07288643","103.8542271","95.50340167","96.9341375"
238,"ユニフォーム","仙石伸吾","グー","MB","生川","せんごくしんご","97.75170083","99.15688781","97.10932964","98.6510205","93.2551025","102.2482992","97.302041","95.9530615","94.94132688","96.62755125","94.71345872","96.9341375","97.59110804","97.10932964","95.50340167","98.773655"
239,"ユニフォーム","中川俊美","グー","Li","生川","なかがわとしみ","92.50566944","94.09821469","100","97.302041","100","92.13095292","105.395918","100","103.3724488","103.3724488","96.17181493","95.09462","96.14577286","100","103.7471653","95.09462"
240,"ユニフォーム","七沢健吾","グー","S","生川","ななさわけんご","93.2551025","98.31377563","103.8542271","97.302041","93.2551025","95.50340167","94.604082","95.9530615","96.62755125","103.3724488","95.07804777","93.2551025","96.62755125","103.8542271","94.75396861","95.09462"
241,"ユニフォーム","伊勢原裕次","グー","MB","生川","いせはらゆうじ","97.00226778","95.78443906","97.10932964","94.604082","93.2551025","102.2482992","97.302041","95.9530615","94.94132688","96.62755125","93.2551025","96.320965","94.21865929","97.10932964","95.50340167","98.773655"
242,"ユニフォーム","湯河浩二","グー","WS","生川","ゆかわこうじ","99.25056694","100","100.9635568","98.6510205","100","101.1241496","100","102.697959","98.31377563","100","99.08852736","100.6131725","100","100.9635568","98.50113389","101.226345"
243,"ユニフォーム","千鹿谷栄吉","チョキ","MB","森然","ちがやえいきち","102.9977322","100.8431122","100","98.6510205","100","105.6207479","100","102.697959","94.94132688","103.3724488","101.2760617","103.679035","100.4817784","100","97.00226778","103.679035"
244,"ユニフォーム","小鹿野大樹","パー","WS","森然","おがのだいき","101.4988661","100","102.8906704","97.302041","100","98.87585042","98.6510205","100","100","100","99.08852736","102.45269","99.5182216","102.8906704","98.50113389","98.773655"
245,"ユニフォーム","赤谷勇","チョキ","Li","森然","あかたにゆう","92.50566944","92.41199031","101.9271136","97.302041","100","91.00680333","105.395918","100","105.0586731","103.3724488","96.17181493","95.09462","95.18221607","101.9271136","104.4965983","94.4814475"
246,"ユニフォーム","児玉勝","チョキ","WS","森然","こだままさる","98.50113389","99.15688781","97.10932964","94.604082","93.2551025","97.75170083","101.3489795","97.302041","98.31377563","96.62755125","94.71345872","97.54731","96.14577286","97.10932964","99.25056694","96.9341375"
247,"ユニフォーム","名栗翔太","チョキ","S","森然","なぐりしょうた","95.50340167","99.15688781","104.8177839","95.9530615","93.2551025","96.62755125","100","95.9530615","98.31377563","103.3724488","96.90099304","95.09462","96.62755125","104.8177839","98.50113389","95.7077925"
248,"ユニフォーム","島府典明","チョキ","WS","森然","しまふのりあき","97.00226778","95.78443906","101.9271136","91.906123","93.2551025","97.75170083","95.9530615","97.302041","94.94132688","100","93.98428061","96.320965","93.2551025","101.9271136","94.75396861","96.9341375"
249,"ユニフォーム","吉川和孝","チョキ","MB","森然","よしかわかずたか","95.50340167","95.78443906","98.07288643","94.604082","93.2551025","101.1241496","97.302041","94.604082","93.2551025","96.62755125","92.52592439","95.09462","94.21865929","98.07288643","94.75396861","97.54731"
250,"ユニフォーム","宮侑","チョキ","S","稲荷崎","みやあつむ","99.25056694","108.4311219","114.4533518","108.093877","100","95.50340167","102.697959","94.604082","100","100","103.2813015","100.6131725","108.1902327","114.4533518","100.7494331","94.4814475"
256,"ユニフォーム","宮治","パー","WS","稲荷崎","みやおさむ","104.4965983","100.8431122","100.9635568","100","100","105.6207479","102.697959","105.395918","101.6862244","96.62755125","101.6406507","104.90538","100.9635568","100.9635568","101.4988661","104.90538"
260,"ユニフォーム","角名倫太郎","チョキ","MB","稲荷崎","すなりんたろう","103.7471653","99.15688781","97.10932964","100","100","111.2414958","95.9530615","98.6510205","98.31377563","100","100","104.2922075","100","97.10932964","96.25283472","104.90538"
264,"ユニフォーム","北信介","チョキ","WS","稲荷崎","きたしんすけ","102.9977322","100","100","97.302041","93.2551025","100","105.395918","102.697959","105.0586731","100","100.1822945","101.226345","97.59110804","100","104.4965983","100.6131725"
269,"ユニフォーム","尾白アラン","チョキ","WS","稲荷崎","おじろあらん","104.4965983","102.5293366","98.07288643","94.604082","100","98.87585042","97.302041","102.697959","94.94132688","96.62755125","97.81246568","104.90538","100","98.07288643","95.50340167","100"
271,"ユニフォーム","赤木路成","チョキ","Li","稲荷崎","あかぎみちなり","96.25283472","92.41199031","100.9635568","101.3489795","100","91.00680333","109.4428565","100","106.7448975","103.3724488","98.17705473","98.1604825","96.62755125","100.9635568","107.4943306","94.4814475"
273,"ユニフォーム","大耳練","チョキ","MB","稲荷崎","おおみみれん","97.75170083","95.78443906","99.03644321","98.6510205","93.2551025","112.3656454","97.302041","95.9530615","98.31377563","96.62755125","96.35410946","96.9341375","95.66399446","99.03644321","97.00226778","104.2922075"
274,"ユニフォーム","理石平介","チョキ","WS","稲荷崎","りせきへいすけ","100","105.9017853","97.10932964","91.906123","93.2551025","96.62755125","97.302041","100","98.31377563","96.62755125","95.80722588","98.773655","99.03644321","97.10932964","97.00226778","97.54731"
275,"ユニフォーム","銀島結","チョキ","WS","稲荷崎","ぎんじまひとし","100.7494331","98.31377563","98.07288643","95.9530615","100","98.87585042","100","98.6510205","100","100","97.44787662","101.8395175","98.07288643","98.07288643","99.25056694","98.1604825"
277,"ユニフォーム","木兎光太郎","パー","WS","梟谷","ぼくとこうたろう","105.2460314","106.7448975","99.03644321","97.302041","100","100","105.395918","104.0469385","105.0586731","93.2551025","101.0937672","105.5185525","103.3724488","99.03644321","104.4965983","101.226345"
